age_,gender,workclass,education,marital-status,occupation,race,weekly houers,place,income
24, Female, Private, Some-college, Never-married, Sales, White,40, United-States,0
74, Female, ?, Assoc-acdm, Widowed, ?, White,20, United-States,0
23, Female, ?, Some-college, Never-married, ?, White,25, United-States,0
41, Male, Local-gov, Masters, Married-civ-spouse, Exec-managerial, White,55, United-States,0
45, Female, Private, HS-grad, Never-married, Sales, White,19, United-States,0
35, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
21, Male, Private, HS-grad, Never-married, Handlers-cleaners, White,40, United-States,0
45, Female, Private, 11th, Separated, Adm-clerical, Black,25, United-States,0
18, Female, Private, 11th, Never-married, Sales, White,30, United-States,0
49, Male, Private, Bachelors, Never-married, Priv-house-serv, White,25, United-States,0
49, Female, Private, Assoc-voc, Separated, Prof-specialty, White,36, United-States,0
45, Male, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,37, United-States,0
27, Male, Private, HS-grad, Never-married, Handlers-cleaners, Asian-Pac-Islander,40, United-States,0
28, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,40, Philippines,0
35, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,45, United-States,1
33, Male, Private, Some-college, Never-married, Machine-op-inspct, White,40, United-States,0
35, Male, Private, 11th, Married-civ-spouse, Sales, White,35, United-States,0
19, Male, Private, HS-grad, Never-married, Craft-repair, White,40, United-States,0
33, Female, Private, Some-college, Never-married, Other-service, White,28, United-States,0
28, Male, Private, HS-grad, Divorced, Sales, Amer-Indian-Eskimo,40, United-States,1
49, Female, Private, Some-college, Married-spouse-absent, Adm-clerical, White,40, United-States,0
61, Male, ?, HS-grad, Married-civ-spouse, ?, White,32, United-States,0
39, Male, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, White,25, United-States,0
22, Female, Private, HS-grad, Separated, Adm-clerical, White,40, United-States,0
42, Male, Private, 10th, Married-civ-spouse, Craft-repair, White,40, United-States,0
22, Male, Private, Some-college, Never-married, Adm-clerical, White,40, United-States,0
18, Male, Private, HS-grad, Never-married, Craft-repair, White,40, United-States,0
49, Male, Local-gov, 9th, Widowed, Handlers-cleaners, White,40, United-States,1
33, Male, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,40, Cuba,1
28, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,45, United-States,0
42, Male, Private, 7th-8th, Married-spouse-absent, Prof-specialty, White,35, Puerto-Rico,0
20, Male, Private, Some-college, Never-married, Other-service, White,25, United-States,0
50, Male, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White,48, United-States,0
32, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, United-States,1
31, Female, Federal-gov, HS-grad, Separated, Handlers-cleaners, White,40, United-States,0
29, Male, Private, Assoc-voc, Never-married, Other-service, Black,40, United-States,0
46, Male, Federal-gov, Some-college, Married-civ-spouse, Other-service, White,40, United-States,0
32, Male, Self-emp-inc, Doctorate, Never-married, Prof-specialty, White,77, United-States,0
61, Female, Private, HS-grad, Widowed, Adm-clerical, White,24, United-States,0
43, Male, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, White,55, United-States,0
35, Female, Private, HS-grad, Never-married, Handlers-cleaners, White,40, United-States,0
39, Male, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, United-States,0
18, Male, ?, 11th, Never-married, ?, White,35, United-States,0
42, Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White,60, United-States,0
23, Female, Private, Bachelors, Never-married, Prof-specialty, White,40, United-States,0
32, Male, Private, Bachelors, Married-civ-spouse, Sales, White,45, United-States,0
52, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,85, United-States,1
36, Male, Private, Assoc-acdm, Married-civ-spouse, Tech-support, White,40, United-States,1
38, Male, Private, Some-college, Married-civ-spouse, Prof-specialty, White,50, ?,1
50, Female, Private, HS-grad, Widowed, Sales, White,72, United-States,1
23, Male, ?, Assoc-acdm, Never-married, ?, White,40, United-States,0
71, Male, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,12, United-States,1
27, Female, Private, HS-grad, Never-married, Other-service, Black,30, United-States,0
56, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,60, United-States,0
28, Male, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, White,40, United-States,0
45, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
28, Female, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
28, Male, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White,40, United-States,0
18, Female, Private, Some-college, Never-married, Machine-op-inspct, White,15, United-States,0
62, Male, Private, 7th-8th, Divorced, Handlers-cleaners, White,40, United-States,0
35, Female, Private, 12th, Separated, Machine-op-inspct, White,40, United-States,0
39, Male, Private, 10th, Married-civ-spouse, Machine-op-inspct, White,60, United-States,0
24, Male, Private, Some-college, Never-married, Adm-clerical, Black,20, United-States,0
58, Male, Private, 9th, Divorced, Farming-fishing, Black,40, United-States,0
48, Male, Private, HS-grad, Divorced, Sales, White,40, United-States,0
57, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, United-States,1
31, Male, Private, Bachelors, Married-civ-spouse, Sales, White,60, United-States,0
25, Male, Private, HS-grad, Married-civ-spouse, Sales, White,40, United-States,0
34, Female, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,36, United-States,1
29, Male, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, White,72, United-States,0
38, Female, Private, Assoc-acdm, Divorced, Exec-managerial, Black,40, United-States,0
21, Female, Private, Some-college, Never-married, Other-service, White,40, United-States,0
34, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White,70, United-States,0
50, Female, Private, Bachelors, Never-married, Sales, White,32, United-States,0
50, Female, Private, HS-grad, Divorced, Prof-specialty, Black,40, United-States,0
49, Female, Federal-gov, Assoc-voc, Divorced, Exec-managerial, Black,45, United-States,0
30, Male, Private, Bachelors, Never-married, Prof-specialty, White,70, United-States,0
29, Male, State-gov, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,20, Taiwan,0
22, Male, State-gov, Some-college, Never-married, Adm-clerical, Other,20, United-States,0
42, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,50, United-States,0
19, Male, ?, Some-college, Never-married, ?, White,40, United-States,0
31, Female, Private, Some-college, Divorced, Other-service, White,48, United-States,0
42, Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,21, United-States,0
20, Male, Private, Some-college, Never-married, Other-service, White,20, United-States,0
51, Male, ?, HS-grad, Married-civ-spouse, ?, White,40, United-States,0
50, Male, Private, 10th, Married-civ-spouse, Craft-repair, White,40, United-States,1
27, Male, Self-emp-inc, 9th, Never-married, Craft-repair, White,40, United-States,0
26, Male, Private, 11th, Never-married, Other-service, White,40, United-States,0
61, Male, ?, HS-grad, Married-civ-spouse, ?, White,40, United-States,1
20, Male, Private, Some-college, Never-married, Protective-serv, White,40, Germany,0
51, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, United-States,1
52, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
33, Male, Private, HS-grad, Divorced, Adm-clerical, White,38, United-States,0
31, Male, Private, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander,60, India,0
24, Female, Private, Some-college, Married-civ-spouse, Other-service, White,40, United-States,0
56, Male, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
19, Male, ?, Some-college, Never-married, ?, White,40, United-States,0
29, Male, Private, 11th, Married-civ-spouse, Craft-repair, White,50, United-States,0
18, Female, Private, HS-grad, Never-married, Sales, White,30, United-States,0
43, Male, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Black,50, United-States,0
43, Male, State-gov, Doctorate, Married-spouse-absent, Prof-specialty, White,64, United-States,1
21, Male, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, United-States,0
51, Female, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, United-States,0
20, Female, ?, 11th, Married-civ-spouse, ?, White,39, United-States,0
41, Male, Private, Some-college, Married-civ-spouse, Transport-moving, White,65, United-States,1
45, Male, State-gov, Some-college, Married-civ-spouse, Prof-specialty, White,40, United-States,1
20, Female, Private, HS-grad, Never-married, Other-service, White,30, United-States,0
28, Female, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,60, United-States,1
50, Female, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, United-States,1
47, Male, Private, Bachelors, Divorced, Craft-repair, White,40, United-States,0
80, Male, Self-emp-not-inc, 7th-8th, Widowed, Farming-fishing, White,35, United-States,0
47, Female, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, White,35, Iran,0
19, Male, ?, Some-college, Never-married, ?, White,84, United-States,0
45, Male, Private, HS-grad, Married-civ-spouse, Sales, White,50, United-States,0
17, Male, Private, 11th, Never-married, Handlers-cleaners, White,12, United-States,0
37, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,50, United-States,0
27, Female, Private, Some-college, Never-married, Machine-op-inspct, White,40, United-States,0
17, Male, Private, 12th, Never-married, Other-service, White,16, United-States,0
18, Male, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, White,40, United-States,0
57, Male, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White,40, United-States,0
26, Female, Private, HS-grad, Separated, Adm-clerical, White,40, United-States,0
26, Female, Private, Masters, Never-married, Exec-managerial, White,40, United-States,0
36, Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,45, United-States,1
51, Male, Private, HS-grad, Married-civ-spouse, Farming-fishing, White,80, United-States,1
38, Male, Private, Some-college, Never-married, Other-service, White,40, United-States,0
77, Male, ?, 5th-6th, Married-civ-spouse, ?, White,20, United-States,0
51, Male, Private, HS-grad, Never-married, Craft-repair, White,40, United-States,1
24, Male, Private, 11th, Never-married, Handlers-cleaners, White,40, United-States,0
35, Male, Private, HS-grad, Divorced, Farming-fishing, White,65, United-States,0
35, Male, ?, 10th, Divorced, ?, White,99, United-States,0
51, Male, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
28, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
37, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,40, United-States,0
43, Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, United-States,0
23, Male, Private, HS-grad, Never-married, Handlers-cleaners, White,30, United-States,0
42, Female, Private, Bachelors, Married-civ-spouse, Sales, White,40, Puerto-Rico,0
58, Female, Private, Some-college, Married-civ-spouse, Adm-clerical, White,40, United-States,1
52, Female, Local-gov, HS-grad, Married-civ-spouse, Other-service, Black,20, United-States,0
29, Female, Private, HS-grad, Divorced, Sales, Amer-Indian-Eskimo,50, United-States,0
27, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,60, United-States,0
28, Female, Private, Some-college, Never-married, Adm-clerical, Black,40, Jamaica,0
59, Male, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White,20, United-States,1
28, Male, Private, HS-grad, Never-married, Handlers-cleaners, White,40, United-States,0
24, Male, Private, Some-college, Never-married, Craft-repair, White,40, United-States,0
20, Male, Private, 10th, Married-spouse-absent, Handlers-cleaners, White,40, United-States,0
54, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
65, Male, Private, HS-grad, Divorced, Other-service, White,25, United-States,0
18, Male, ?, Some-college, Never-married, ?, White,30, United-States,0
38, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, United-States,1
29, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
27, Female, Private, HS-grad, Never-married, Adm-clerical, Black,40, United-States,0
36, Male, Private, Masters, Married-civ-spouse, Other-service, White,40, United-States,0
55, Male, State-gov, HS-grad, Married-civ-spouse, Protective-serv, White,40, United-States,0
22, Male, Private, 5th-6th, Never-married, Machine-op-inspct, White,30, Mexico,0
28, Female, Private, Bachelors, Never-married, Prof-specialty, White,40, United-States,0
20, Female, Private, Some-college, Never-married, Sales, White,30, United-States,0
24, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, United-States,0
36, Male, Private, Masters, Married-civ-spouse, Exec-managerial, White,50, United-States,1
68, Male, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, White,40, United-States,0
49, Male, Self-emp-not-inc, HS-grad, Divorced, Sales, White,50, United-States,1
18, Male, Private, 7th-8th, Never-married, Machine-op-inspct, White,40, United-States,0
50, Female, Self-emp-not-inc, Doctorate, Divorced, Prof-specialty, White,60, United-States,1
37, Female, Private, 12th, Separated, Priv-house-serv, Black,40, United-States,0
60, Male, Private, Masters, Married-civ-spouse, Exec-managerial, White,50, United-States,1
43, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, United-States,0
